OverallQual,GrLivArea,GarageCars,ExterQual,GarageArea,TotalBsmtSF,BsmtQual,1stFlrSF,KitchenQual,FullBath,TotRmsAbvGrd,YearBuilt,GarageFinish,YearRemodAdd,GarageYrBlt,MasVnrArea,Fireplaces,HeatingQC,BsmtFinSF1,Foundation,GarageType,LotFrontage,WoodDeckSF,2ndFlrSF,SalePrice
7,2094,2,Gd,615,912,Gd,912,Gd,2,8,2003,Fin,2004,2003.0,0.0,1,Ex,0,PConc,BuiltIn,75.0,182,1182,263000
6,1069,2,TA,440,1069,Gd,1069,TA,2,4,1977,RFn,1977,1977.0,0.0,0,TA,559,CBlock,Attchd,53.0,0,0,140000
5,928,1,TA,288,928,TA,928,TA,1,5,1957,Fin,1957,1957.0,0.0,0,Gd,308,CBlock,Attchd,50.0,0,0,112500
8,1717,3,Gd,908,1709,Ex,1717,Gd,2,7,2006,RFn,2006,2006.0,250.0,1,Ex,0,PConc,Attchd,87.0,169,0,255500
4,1126,2,TA,520,0,,1126,Gd,2,5,1949,Fin,2003,2002.0,0.0,0,Ex,0,CBlock,Detchd,67.0,0,0,108000
7,2046,3,Gd,871,998,Gd,1006,Gd,2,8,2003,RFn,2004,2003.0,292.0,1,Ex,866,PConc,BuiltIn,85.0,320,1040,284000
5,1048,1,TA,280,993,TA,1048,TA,1,5,1922,Unf,1950,1922.0,0.0,1,TA,0,BrkTil,Detchd,58.0,0,0,113000
5,1092,1,TA,299,1092,TA,1092,TA,1,6,1957,Fin,1957,1957.0,0.0,1,TA,895,CBlock,Attchd,69.0,268,0,141000
4,1336,1,TA,570,637,TA,897,TA,1,7,1920,Unf,1950,1994.0,0.0,0,Gd,637,CBlock,CarPort,60.0,0,439,108000
7,1446,2,TA,406,729,Gd,729,TA,2,6,1996,Unf,1997,1996.0,0.0,1,Ex,604,PConc,Attchd,57.0,264,717,175000
7,1557,2,Gd,420,1374,Gd,1557,Gd,2,7,2003,Fin,2004,2003.0,18.0,1,Ex,0,PConc,Attchd,,143,0,234000
5,1392,2,TA,528,1392,Gd,1392,TA,1,5,1957,Unf,1996,1957.0,180.0,1,TA,1302,CBlock,Detchd,,0,0,121500
5,1389,2,TA,418,1389,Gd,1389,TA,1,6,1974,RFn,1975,1975.0,0.0,1,Gd,1071,CBlock,Attchd,77.0,240,0,170000
5,996,0,TA,0,996,TA,996,TA,1,6,1940,,1969,,0.0,1,Ex,290,CBlock,,63.0,144,0,108000
6,1674,2,TA,396,1163,Gd,1163,TA,2,8,1918,Fin,1950,1955.0,0.0,1,Ex,0,BrkTil,Detchd,66.0,72,511,185000
7,2295,2,Gd,590,1095,Gd,1166,Gd,2,9,1992,RFn,2000,1992.0,0.0,1,Ex,728,PConc,Attchd,,0,1129,268000
6,1647,1,TA,216,806,Gd,841,Fa,1,6,1915,Unf,1950,1920.0,0.0,0,TA,0,PConc,Detchd,66.0,0,806,128000
9,2504,3,Gd,656,1122,Gd,1134,Ex,2,11,2005,Fin,2007,2005.0,245.0,1,Ex,0,PConc,BuiltIn,77.0,144,1370,325000
7,1535,2,Gd,532,1517,Gd,1535,Gd,2,7,2004,RFn,2004,2004.0,168.0,0,Ex,2,PConc,Attchd,70.0,0,0,214000
8,2132,2,Gd,612,1496,Gd,1496,Gd,1,5,1983,Fin,2009,1983.0,0.0,1,Ex,1441,CBlock,BuiltIn,79.0,349,636,316600
5,943,2,TA,600,943,Gd,943,TA,1,4,1979,Unf,1979,1979.0,0.0,2,TA,943,CBlock,Detchd,,42,0,135960
5,1728,2,TA,576,1728,TA,1728,TA,2,10,1965,Unf,1965,1987.0,108.0,0,TA,231,CBlock,Detchd,74.0,0,0,142600
6,864,1,TA,288,864,TA,864,Gd,1,4,1959,Unf,1959,1959.0,207.0,0,Ex,414,CBlock,Attchd,60.0,168,0,120000
7,1692,2,TA,650,846,Ex,846,Gd,2,6,2009,RFn,2009,2009.0,0.0,0,Gd,0,PConc,Attchd,83.0,208,846,224500
7,1430,2,TA,400,384,Gd,774,TA,2,8,2000,RFn,2000,2000.0,0.0,1,Ex,0,PConc,BuiltIn,76.0,100,656,170000
5,1109,1,TA,288,372,TA,576,TA,1,5,1971,Unf,2005,1971.0,82.0,0,TA,349,CBlock,BuiltIn,70.0,35,533,139000
5,1216,1,TA,336,832,TA,832,TA,1,6,1947,Unf,1950,1947.0,0.0,0,TA,442,CBlock,Detchd,80.0,158,384,118500
7,1477,1,TA,216,861,TA,877,TA,2,6,1928,Unf,1950,1928.0,0.0,1,Gd,0,BrkTil,Detchd,52.0,0,600,145000
5,1320,2,TA,564,1164,TA,1320,TA,1,6,1966,RFn,1966,1966.0,97.0,2,Ex,328,CBlock,Attchd,96.0,160,0,164500
7,1392,2,Gd,540,689,Gd,703,Gd,2,5,2007,Unf,2007,2007.0,0.0,0,Ex,0,PConc,Detchd,34.0,0,689,146000
5,1795,1,TA,352,1050,TA,1050,TA,2,7,1954,Unf,1954,1954.0,335.0,0,Ex,0,BrkTil,Attchd,81.0,0,745,131500
6,1429,2,TA,572,1144,TA,1429,Gd,1,7,1960,Unf,1987,1960.0,85.0,2,Ex,594,CBlock,Attchd,,216,0,181900
8,2042,3,Ex,1390,2042,Ex,2042,Ex,2,8,2008,RFn,2009,2009.0,306.0,1,Ex,0,PConc,Attchd,98.0,0,0,253293
6,816,0,TA,0,816,Gd,816,TA,1,5,1990,,1990,,104.0,0,TA,816,CBlock,,81.0,0,0,118500
10,2775,2,Ex,880,1237,TA,1521,Gd,3,9,1893,Unf,2000,1988.0,0.0,1,Gd,0,BrkTil,Detchd,75.0,105,1254,325000
4,1573,1,TA,240,884,TA,989,Gd,1,6,1935,Unf,1995,1935.0,0.0,0,Ex,0,BrkTil,Detchd,51.0,0,584,133000
8,2028,3,Gd,880,1868,Ex,2028,Gd,2,7,2005,RFn,2006,2005.0,208.0,2,Ex,1460,PConc,Attchd,88.0,326,0,369900
6,838,1,TA,275,816,TA,838,Fa,1,5,1918,Fin,2000,1961.0,0.0,0,Ex,210,BrkTil,Detchd,55.0,0,0,130000
5,860,2,TA,528,840,TA,860,TA,1,4,1982,Unf,1982,1996.0,0.0,0,TA,672,CBlock,Detchd,74.0,0,0,137000
5,1473,1,TA,452,1437,TA,1473,Ex,1,5,1968,Unf,2003,1968.0,0.0,2,Ex,1324,CBlock,Attchd,65.0,0,0,143000
5,935,1,TA,308,742,TA,779,TA,1,4,1930,Unf,1960,1988.0,0.0,0,TA,0,BrkTil,Detchd,50.0,0,0,79500
7,1582,2,Gd,520,770,Gd,770,Gd,2,6,2004,RFn,2004,2004.0,0.0,0,Ex,490,PConc,Attchd,64.0,0,812,185900
10,2296,3,Ex,842,1722,Ex,1728,Ex,2,10,2008,RFn,2008,2008.0,420.0,1,Ex,1338,PConc,BuiltIn,97.0,382,568,451950
5,816,2,TA,816,816,TA,816,TA,1,4,1982,Fin,2003,1985.0,0.0,0,Ex,816,PConc,Detchd,60.0,0,0,138000
6,848,2,Gd,420,848,Gd,848,Gd,1,4,2003,Fin,2003,2003.0,170.0,0,Ex,685,PConc,Attchd,,140,0,140000
5,924,1,TA,280,924,Gd,924,TA,1,5,1975,Unf,1975,1981.0,0.0,0,TA,0,CBlock,Detchd,88.0,0,0,110000
8,1826,3,Gd,758,1814,Gd,1826,Gd,2,7,2005,Fin,2006,2005.0,238.0,1,Ex,1422,PConc,Attchd,69.0,180,0,319000
6,1368,1,TA,216,684,TA,684,TA,1,7,1910,Unf,1993,1930.0,0.0,0,Ex,0,CBlock,Detchd,60.0,0,684,114504
7,1402,3,Gd,648,1258,Ex,1402,Gd,0,7,2006,Fin,2007,2006.0,72.0,1,Ex,0,PConc,Attchd,53.0,120,0,194201
5,1647,2,TA,621,1430,Gd,1647,Gd,2,7,1977,Fin,1977,1977.0,459.0,1,Ex,1283,CBlock,Attchd,80.0,0,0,217500
6,1556,2,TA,452,716,Gd,716,TA,2,6,1980,Fin,1980,1980.0,0.0,1,TA,81,CBlock,Attchd,24.0,161,840,151000
8,1904,2,Gd,736,1058,Gd,1058,Ex,2,8,2005,Fin,2005,2003.0,280.0,1,Ex,546,PConc,BuiltIn,74.0,179,846,275000
6,1375,1,TA,544,780,TA,780,Gd,1,6,1937,Unf,1950,1979.0,0.0,1,TA,0,PConc,Detchd,50.0,0,595,141000
8,1915,2,Gd,506,908,Gd,927,Gd,2,8,1992,Fin,1992,1992.0,0.0,1,Ex,789,PConc,Attchd,80.0,120,988,220000
7,1200,2,Gd,480,600,Gd,600,Gd,2,4,2004,RFn,2005,2004.0,0.0,0,Ex,0,PConc,Detchd,30.0,0,600,151000
7,1494,2,Gd,530,1494,Gd,1494,Gd,2,6,2002,RFn,2002,2002.0,99.0,1,Ex,922,PConc,Attchd,88.0,192,0,221000
7,1986,2,TA,486,768,TA,1186,TA,2,7,1965,Unf,1990,1965.0,176.0,3,TA,454,CBlock,Attchd,85.0,0,800,205000
5,1040,2,TA,576,1040,Gd,1040,Gd,1,6,1996,Unf,1996,2000.0,0.0,0,Gd,732,PConc,Detchd,82.0,168,0,152000
5,2008,1,TA,230,896,TA,1112,Ex,3,8,1948,Unf,2002,1948.0,0.0,0,Ex,603,CBlock,Attchd,78.0,103,896,225000
8,3194,2,TA,380,965,Gd,1940,TA,2,10,1934,Unf,1998,1934.0,0.0,2,TA,428,PConc,Basment,78.0,0,1254,359100
4,1029,1,TA,261,1029,TA,1029,TA,1,5,1961,Unf,1961,1961.0,192.0,0,Gd,903,CBlock,Attchd,61.0,64,0,118500
9,2153,3,Gd,736,1440,Ex,1476,Ex,2,8,2000,Fin,2000,2000.0,204.0,2,Ex,904,PConc,Attchd,,253,677,313000
6,1032,2,TA,564,1032,Gd,1032,TA,2,6,1978,Unf,1978,1978.0,233.0,1,TA,605,CBlock,Attchd,,0,0,148000
8,1872,2,Gd,531,1299,Gd,1299,Ex,2,7,2001,RFn,2001,2001.0,108.0,1,Ex,990,PConc,BuiltIn,,160,573,261500
5,1120,0,TA,0,1120,Gd,1120,TA,1,6,2007,,2007,,0.0,0,Ex,206,PConc,,70.0,0,0,147000
4,630,0,TA,0,630,Gd,630,TA,1,3,1972,,1972,,0.0,0,Ex,150,CBlock,,21.0,96,0,75500
6,1054,2,TA,480,936,TA,1054,Gd,1,6,1963,RFn,1963,1963.0,156.0,0,Ex,763,PConc,Attchd,80.0,120,0,137500
6,1509,2,Gd,393,783,Gd,807,Gd,2,7,2002,Fin,2003,2002.0,0.0,1,Ex,457,PConc,Attchd,,100,702,183200
6,832,2,TA,528,832,TA,832,Gd,1,4,1954,Unf,1954,1962.0,0.0,0,Gd,0,CBlock,Detchd,59.0,0,0,105500
9,1828,3,Ex,774,1822,Ex,1828,Gd,2,9,2007,Unf,2007,2007.0,452.0,1,Ex,48,PConc,Attchd,90.0,0,0,314813
8,2262,3,Gd,749,1482,Gd,1482,Gd,2,10,2003,Fin,2003,2003.0,226.0,2,Ex,871,PConc,Attchd,85.0,168,780,305000
3,864,0,TA,0,864,TA,864,TA,1,5,1914,,1950,,0.0,0,TA,41,BrkTil,,45.0,0,0,67000
6,2614,2,TA,624,1522,TA,1548,TA,2,9,1974,RFn,1997,1974.0,0.0,1,TA,956,CBlock,Attchd,90.0,38,1066,240000
5,980,2,TA,484,980,TA,980,TA,1,6,1977,Unf,1977,1986.0,153.0,0,TA,560,CBlock,Detchd,71.0,192,0,135000
6,1512,2,Gd,440,756,Gd,756,Gd,2,4,2000,Unf,2000,2000.0,513.0,1,Ex,420,PConc,Detchd,,0,756,168500
6,1790,2,TA,484,732,TA,1012,TA,1,8,1972,RFn,1972,1972.0,288.0,1,Gd,247,CBlock,Attchd,80.0,148,778,165150
6,1116,2,TA,440,1116,TA,1116,TA,1,5,1962,Unf,1962,1962.0,261.0,0,TA,0,CBlock,Attchd,87.0,0,0,160000
5,1422,1,TA,286,978,TA,1422,TA,1,6,1960,RFn,1978,1960.0,0.0,1,TA,0,CBlock,Attchd,,0,0,139900
6,1520,1,TA,364,1156,TA,1520,TA,1,7,1955,RFn,1972,1955.0,164.0,2,Ex,674,CBlock,Basment,80.0,0,0,153000
5,2080,2,TA,504,1040,Gd,1040,Fa,1,9,1969,Unf,1969,1969.0,192.0,2,TA,650,PConc,Attchd,70.0,335,1040,135000
6,1350,2,TA,520,1248,TA,1350,TA,1,6,1964,RFn,1964,1964.0,259.0,0,TA,624,CBlock,Attchd,82.0,176,0,168500
5,1750,1,TA,240,636,Fa,1089,Ex,1,8,1880,Unf,1991,1937.0,0.0,0,TA,0,BrkTil,Detchd,50.0,0,661,124000
8,1554,2,Gd,627,1554,Gd,1554,Gd,2,6,2006,RFn,2006,2006.0,108.0,1,Ex,24,PConc,Attchd,34.0,156,0,209500
7,1411,2,TA,544,1386,TA,1411,TA,2,6,1977,Fin,1977,1977.0,209.0,1,TA,822,CBlock,Attchd,85.0,192,0,82500
5,1056,1,TA,260,1056,TA,1056,TA,1,6,1954,Unf,2005,1954.0,0.0,0,TA,480,CBlock,Attchd,80.0,390,0,139400
6,1056,2,TA,576,1056,TA,1056,TA,0,4,1980,Unf,1980,1980.0,0.0,0,Gd,1056,CBlock,Detchd,64.0,264,0,144000
6,3395,0,Fa,0,1440,TA,1440,Fa,2,14,1914,,1995,,0.0,0,Ex,256,CBlock,,60.0,0,1440,200000
2,800,0,Fa,0,264,TA,800,Fa,1,4,1936,,1950,,0.0,1,Fa,0,BrkTil,,51.0,0,0,60000
5,1387,1,TA,256,811,TA,811,Gd,2,7,1954,Unf,1954,1954.0,0.0,0,TA,0,CBlock,BuiltIn,50.0,0,576,93000
5,796,0,TA,0,796,Fa,796,TA,1,4,1910,,1950,,0.0,0,Gd,0,CBlock,,67.0,328,0,85000
8,1567,3,Gd,648,1520,Gd,1567,Ex,2,7,2006,Fin,2006,2006.0,0.0,1,Ex,1154,PConc,Attchd,53.0,312,0,264561
8,1518,2,Ex,588,1518,Ex,1518,Ex,1,6,2003,RFn,2004,2003.0,472.0,1,Ex,1218,PConc,Attchd,62.0,185,0,274000
7,1929,2,Gd,650,1057,Gd,1057,Gd,2,7,2001,Fin,2001,2001.0,0.0,1,Ex,738,PConc,Attchd,,0,872,226000
8,2704,2,Gd,538,1952,Gd,2000,Ex,2,9,1972,Fin,1995,1972.0,0.0,3,Gd,1410,CBlock,Attchd,75.0,269,704,345000
5,1620,2,TA,462,780,TA,780,TA,2,7,1969,Fin,1969,1969.0,263.0,0,Ex,493,CBlock,Attchd,80.0,208,840,152000
9,1766,3,Ex,478,1766,Ex,1766,Ex,2,7,2009,Fin,2009,2009.0,162.0,1,Ex,1121,PConc,Attchd,85.0,195,0,370878
6,981,2,TA,576,981,TA,981,TA,1,5,1971,Unf,1971,1979.0,0.0,0,TA,282,CBlock,Detchd,,0,0,143250
5,1048,2,TA,420,0,,1048,TA,1,7,1950,Unf,1950,1950.0,0.0,0,Gd,0,CBlock,Detchd,60.0,0,0,98300
6,1094,2,TA,495,1094,TA,1094,TA,1,5,1953,RFn,1953,1953.0,216.0,2,Ex,500,CBlock,Attchd,85.0,0,0,155000
6,1839,2,TA,442,756,TA,1051,TA,1,7,1966,Unf,1966,1966.0,351.0,1,TA,0,CBlock,Attchd,70.0,0,788,155000
4,630,0,TA,0,630,Gd,630,TA,1,3,1970,,1970,,0.0,0,Gd,131,CBlock,,21.0,0,0,84500
7,1665,2,Gd,562,813,Gd,822,Gd,2,7,2007,RFn,2007,2007.0,,0,Ex,0,PConc,Attchd,65.0,0,843,205950
4,1510,1,TA,296,755,TA,755,TA,1,7,1940,Unf,1950,1940.0,0.0,1,TA,0,CBlock,Detchd,60.0,120,755,108000
7,1716,2,Gd,512,880,Gd,909,Gd,2,7,1996,RFn,1996,1996.0,0.0,1,Ex,0,PConc,Attchd,70.0,0,807,191000
6,1469,1,TA,216,756,TA,756,TA,1,7,1906,Unf,1995,1906.0,0.0,0,Ex,0,CBlock,Detchd,60.0,57,713,135000
8,2113,3,Gd,839,2109,Gd,2113,Gd,2,7,1995,Fin,1995,1995.0,660.0,1,Ex,1696,PConc,Attchd,91.0,236,0,350000
6,1092,1,TA,264,525,TA,525,TA,1,6,1971,Unf,1971,1971.0,381.0,0,TA,0,CBlock,Detchd,21.0,0,567,88000
5,1053,1,Gd,312,1053,TA,1053,Gd,1,5,1959,RFn,2006,1959.0,54.0,0,Ex,806,CBlock,Attchd,72.0,0,0,145500
7,1502,1,TA,270,776,Gd,851,TA,1,6,1931,RFn,2000,1931.0,0.0,1,TA,0,BrkTil,Attchd,60.0,0,651,149000
6,1458,1,TA,330,912,TA,912,TA,1,6,1948,Unf,1950,1948.0,0.0,1,TA,0,CBlock,Attchd,78.0,192,546,97500
5,1486,2,TA,480,1486,TA,1486,TA,1,7,1964,Fin,1999,1968.0,0.0,0,Ex,637,PConc,Detchd,75.0,0,0,167000
7,1935,2,TA,550,793,Gd,1142,TA,2,7,1976,RFn,1976,1976.0,233.0,1,TA,0,CBlock,Attchd,,0,793,197900
8,2448,3,Gd,711,1629,Gd,1686,Gd,2,8,1994,RFn,2005,1994.0,528.0,1,Ex,1361,PConc,Attchd,52.0,517,762,402000
6,1392,2,TA,576,1392,Fa,1392,TA,1,5,1968,RFn,1968,1968.0,216.0,2,Gd,0,CBlock,Attchd,120.0,0,0,110000
4,1181,2,TA,588,1138,Gd,1181,TA,2,6,1972,RFn,1972,1974.0,0.0,0,TA,920,CBlock,Detchd,90.0,0,0,137500
8,2097,3,Gd,1134,2077,Ex,2097,Ex,1,8,2005,Fin,2006,2005.0,0.0,1,Ex,1721,PConc,Attchd,49.0,192,0,423000
8,1936,2,Gd,504,1406,Gd,1454,Gd,2,7,2000,RFn,2000,2000.0,40.0,1,Ex,0,PConc,Attchd,106.0,188,482,230500
6,2380,2,TA,596,1021,Gd,1465,TA,2,7,1965,Unf,1979,1965.0,113.0,1,TA,187,CBlock,CarPort,,0,915,129000
6,1679,2,TA,575,1408,Gd,1679,Gd,2,7,1994,RFn,1998,1994.0,258.0,1,Ex,1138,PConc,Attchd,65.0,224,0,193500
5,1437,2,TA,576,1188,TA,1437,TA,1,6,1956,Unf,1987,1999.0,0.0,1,Gd,988,CBlock,Detchd,,304,0,168000
4,1180,1,TA,252,700,Fa,1180,Fa,1,5,1922,Unf,1950,1922.0,0.0,1,Ex,0,BrkTil,Detchd,80.0,0,0,137500
6,1476,2,Gd,540,738,Gd,738,Gd,2,7,2005,Fin,2005,2005.0,0.0,0,Ex,193,PConc,Attchd,64.0,100,738,173500
6,1369,1,TA,300,672,TA,697,TA,2,6,1925,Unf,1950,1930.0,0.0,0,TA,551,BrkTil,Detchd,54.0,147,672,103600
6,1208,2,Gd,546,1208,Gd,1208,TA,1,6,1977,RFn,1977,1977.0,0.0,1,TA,767,CBlock,Attchd,,198,0,165000
6,1839,2,TA,416,1477,TA,1839,Gd,2,7,1957,Fin,2004,1957.0,106.0,2,Ex,1186,PConc,Attchd,110.0,0,0,257500
6,1136,1,TA,384,1136,TA,1136,TA,1,5,1965,RFn,1965,1965.0,0.0,1,TA,892,CBlock,Attchd,80.0,426,0,140000
6,1441,2,TA,440,855,TA,855,TA,2,7,1978,Unf,1978,1978.0,0.0,1,TA,311,CBlock,Attchd,24.0,28,586,148500
4,1774,3,TA,779,1095,TA,1095,TA,2,8,1900,Unf,1950,1920.0,0.0,0,Fa,0,BrkTil,2Types,60.0,0,679,87000
5,792,1,Gd,240,768,TA,792,Gd,1,5,1924,Unf,2006,1924.0,0.0,0,Ex,0,BrkTil,Detchd,52.0,316,0,109500
8,2046,3,Gd,834,2046,Ex,2046,Gd,2,7,2008,Fin,2008,2008.0,464.0,1,Ex,0,PConc,Attchd,80.0,322,0,372500
5,988,2,TA,572,988,TA,988,TA,1,5,1961,Unf,1961,1963.0,57.0,0,TA,827,CBlock,Detchd,,0,0,128500
6,923,1,TA,264,923,Gd,923,TA,2,5,1980,RFn,1980,1980.0,0.0,1,TA,543,CBlock,Attchd,50.0,80,0,143000
5,1520,1,TA,281,793,TA,848,TA,1,6,1932,Unf,2000,1968.0,0.0,0,Ex,182,BrkTil,Detchd,55.0,0,672,159434
6,1291,2,TA,431,1291,Gd,1291,Gd,1,6,1996,Unf,1997,1996.0,0.0,1,Ex,1003,PConc,Attchd,,307,0,173000
9,1668,3,Gd,702,1626,Gd,1668,Gd,2,7,2002,Fin,2002,2002.0,215.0,1,Ex,1059,PConc,Attchd,90.0,257,0,285000
7,1839,2,Gd,486,1195,Gd,1195,TA,2,7,1998,Fin,1998,1998.0,30.0,0,Gd,0,PConc,Attchd,58.0,0,644,221000
7,2090,2,Gd,577,1190,Gd,1190,Gd,2,6,1984,Fin,1984,1984.0,0.0,1,Gd,828,CBlock,Attchd,,219,900,207500
7,1761,2,Gd,578,874,Gd,874,Gd,3,7,2007,Fin,2007,2007.0,0.0,0,Ex,0,PConc,Attchd,84.0,144,887,227875
7,1102,2,Gd,480,551,Gd,551,Gd,2,4,2004,Unf,2004,2004.0,0.0,0,Ex,239,PConc,Detchd,,0,551,148800
8,1419,2,Gd,567,1419,Gd,1419,Gd,2,7,2007,RFn,2007,2007.0,0.0,1,Ex,945,PConc,Attchd,60.0,140,0,392000
6,1362,2,Gd,460,1362,Gd,1362,Gd,2,6,2005,RFn,2006,2005.0,256.0,1,Ex,20,PConc,Attchd,61.0,192,0,194700
6,848,2,Gd,420,848,Gd,848,Gd,1,3,2004,RFn,2004,2004.0,147.0,1,Ex,697,PConc,Attchd,,149,0,141000
10,4316,3,Ex,832,2444,Ex,2444,Ex,3,10,1994,Fin,1995,1994.0,1170.0,2,Ex,1455,PConc,Attchd,104.0,382,1872,755000
7,2519,2,Gd,628,1210,Gd,1238,Gd,2,9,1989,RFn,1990,1989.0,293.0,2,Ex,965,PConc,Attchd,42.0,320,1281,335000
5,1073,1,TA,326,1073,TA,1073,TA,1,4,1921,Unf,1968,1968.0,0.0,0,Ex,0,BrkTil,Detchd,60.0,0,0,108480
5,1539,2,TA,576,927,TA,1067,TA,1,5,1936,Unf,1950,1995.0,0.0,0,TA,0,BrkTil,Detchd,51.0,112,472,141500
6,1137,2,TA,551,1112,Gd,1137,Gd,2,5,1987,Unf,1987,1987.0,72.0,1,Gd,980,CBlock,Attchd,54.0,125,0,176000
5,616,1,TA,205,616,TA,616,TA,1,4,1921,Unf,1950,1921.0,0.0,0,Gd,616,CBlock,Detchd,50.0,0,0,89000
5,1148,1,TA,308,980,Ex,1148,TA,1,6,1952,Unf,1952,1952.0,0.0,0,Fa,210,PConc,Detchd,57.0,0,0,123500
5,894,1,TA,336,894,TA,894,TA,1,5,1965,Unf,2009,1973.0,0.0,1,Ex,553,CBlock,Detchd,65.0,416,0,138500
7,1391,2,Gd,530,1391,Gd,1391,Gd,2,5,2004,RFn,2004,2004.0,0.0,0,Ex,16,PConc,Attchd,59.0,156,0,196000
8,1800,3,Gd,765,1800,Ex,1800,Gd,2,7,2002,Fin,2002,2002.0,630.0,1,Ex,1274,PConc,Attchd,85.0,270,0,312500
7,1164,2,TA,528,1164,TA,1164,TA,1,6,1969,Unf,1969,1969.0,168.0,0,TA,0,CBlock,Attchd,80.0,0,0,140000
8,2576,3,Ex,666,1234,Ex,1264,Ex,2,10,2006,Fin,2006,2006.0,466.0,1,Ex,0,PConc,BuiltIn,82.0,324,1312,361919
5,1812,2,TA,672,360,Gd,1032,Gd,2,8,1900,Unf,1996,1999.0,0.0,1,Gd,0,BrkTil,Detchd,76.0,344,780,140000
7,1484,2,Gd,606,1473,Gd,1484,Gd,2,7,2004,RFn,2005,2004.0,109.0,0,Ex,712,PConc,Attchd,70.0,0,0,213000
4,1092,0,Fa,0,0,,372,Fa,2,7,1930,,1950,,0.0,0,Fa,0,Slab,,70.0,0,720,55000
7,1824,2,TA,739,1643,Gd,1824,Gd,2,5,1971,Unf,2002,1971.0,351.0,2,TA,1219,CBlock,Attchd,,380,0,302000
8,1324,2,Gd,550,1324,Gd,1324,Gd,2,6,2006,Fin,2006,2006.0,176.0,1,Ex,863,PConc,Attchd,48.0,192,0,254000
7,1456,2,Gd,400,728,Gd,728,Gd,2,8,2007,Fin,2007,2007.0,0.0,1,Ex,0,PConc,Attchd,65.0,100,728,179540
5,904,1,TA,408,876,TA,904,TA,1,6,1966,Unf,1966,1966.0,41.0,0,TA,0,PConc,Attchd,,0,0,109900
3,729,0,Gd,0,270,TA,729,TA,1,5,1935,,2003,,0.0,0,Gd,0,CBlock,,56.0,0,0,52000
4,1178,1,TA,384,859,TA,859,TA,1,7,1900,RFn,1950,1964.0,0.0,0,Gd,0,Stone,Detchd,66.0,68,319,102776
8,1228,2,Gd,472,1228,Gd,1228,Gd,2,5,1988,Fin,1989,1988.0,0.0,1,Gd,767,PConc,Attchd,40.0,168,0,189000
4,960,2,TA,576,960,TA,960,TA,1,6,1970,Unf,1970,1970.0,160.0,0,TA,789,CBlock,Detchd,60.0,0,0,129000
6,1479,2,Gd,475,725,TA,725,Gd,2,6,1976,RFn,2005,1976.0,289.0,0,Ex,533,CBlock,Attchd,,0,754,130500
6,1350,2,TA,478,1064,Gd,1350,TA,2,7,1974,RFn,1974,1974.0,174.0,1,TA,0,CBlock,Attchd,78.0,0,0,165000
7,2554,2,TA,704,718,TA,1576,TA,1,8,1890,Unf,1998,1996.0,0.0,0,Ex,0,BrkTil,Detchd,60.0,0,978,159500
5,1178,2,TA,439,1176,Gd,1178,Gd,1,5,1973,Unf,2000,1973.0,0.0,1,Gd,1084,CBlock,Attchd,80.0,224,0,157000
7,2418,3,Gd,983,1311,Gd,1325,Gd,2,9,1993,RFn,1994,1993.0,651.0,1,Ex,1173,PConc,Attchd,96.0,250,1093,341000
5,971,1,TA,300,971,Gd,971,TA,1,5,1969,Unf,1969,1969.0,0.0,1,TA,523,CBlock,Attchd,69.0,0,0,128500
8,1742,2,Gd,564,1742,Gd,1742,Gd,2,5,1985,RFn,1985,1985.0,0.0,1,TA,1148,PConc,Attchd,,114,0,275000
6,848,2,Gd,420,848,Gd,848,Gd,1,3,2004,RFn,2004,2004.0,169.0,0,Ex,662,PConc,Attchd,,160,0,143000
4,864,2,TA,463,864,TA,864,TA,1,5,1970,Unf,1970,1994.0,0.0,0,Ex,191,CBlock,Detchd,70.0,0,0,124500
4,1470,1,TA,548,941,TA,997,TA,2,7,1954,Unf,1972,1958.0,0.0,0,Ex,0,PConc,Detchd,60.0,0,473,135000
9,1698,3,Ex,768,1698,Ex,1698,Ex,2,8,2007,Fin,2008,2007.0,340.0,1,Ex,1234,PConc,Attchd,86.0,327,0,320000
4,864,2,TA,660,864,TA,864,Gd,1,5,1970,Unf,1970,1989.0,0.0,0,TA,375,CBlock,Detchd,60.0,96,0,120500
6,1680,2,Gd,540,880,Gd,1680,Gd,2,5,1988,Fin,2007,1988.0,260.0,1,Ex,808,CBlock,Attchd,,292,0,222000
7,1232,2,Gd,632,1232,Gd,1232,Gd,2,6,2007,RFn,2007,2007.0,82.0,0,Ex,724,PConc,Attchd,64.0,132,0,194500
5,1776,3,TA,888,1584,TA,1776,TA,2,9,1958,Unf,1958,1968.0,95.0,0,TA,0,CBlock,Detchd,85.0,0,0,110000
4,1208,2,TA,539,780,TA,848,TA,1,5,1925,Unf,1950,1962.0,0.0,0,TA,152,CBlock,Detchd,52.0,0,0,103000
8,1616,2,Gd,608,1595,Gd,1616,Gd,2,5,1995,RFn,1996,1995.0,0.0,1,Ex,1180,PConc,Attchd,39.0,237,0,236500
7,1146,2,Gd,438,868,Ex,1146,Gd,2,6,2003,Fin,2003,2003.0,442.0,1,Ex,786,PConc,Attchd,73.0,160,0,187500
7,2031,2,Gd,541,1153,Gd,1153,Gd,2,8,1998,Fin,1999,1998.0,202.0,1,Ex,252,PConc,Attchd,75.0,192,878,222500
